0.004079	-0.003422	0.000000
0.004169	-0.003647	0.000000
0.004258	-0.003883	0.000000
0.004345	-0.004129	0.000000
0.004431	-0.004388	0.000000
0.004514	-0.004659	0.000000
0.004595	-0.004942	0.000000
0.004673	-0.005239	0.000000
0.004748	-0.005549	0.000000
0.004819	-0.005872	0.000000
0.004886	-0.006211	0.000000
0.004949	-0.006564	0.000000
0.005006	-0.006933	0.000000
0.005058	-0.007317	0.000000
0.005103	-0.007718	0.000000
0.005142	-0.008136	0.000000
0.005173	-0.008572	0.000000
0.005196	-0.009025	0.000000
0.005210	-0.009497	0.000000
0.005215	-0.009988	0.000000
0.005209	-0.010499	0.000000
0.005192	-0.011029	0.000000
0.005163	-0.011581	0.000000
0.005121	-0.012154	0.000000
0.005064	-0.012748	0.000000
0.004993	-0.013365	0.000000
0.004906	-0.014005	0.000000
0.004801	-0.014668	0.000000
0.004678	-0.015355	0.000000
0.004535	-0.016067	0.000000
0.004372	-0.016803	0.000000
0.004186	-0.017566	0.000000
0.003976	-0.018354	0.000000
0.003741	-0.019169	0.000000
0.003479	-0.020011	0.000000
0.003188	-0.020881	0.000000
0.002867	-0.021778	0.000000
0.002514	-0.022704	0.000000
0.002128	-0.023659	0.000000
0.001705	-0.024642	0.000000
0.001245	-0.025656	0.000000
0.000744	-0.026699	0.000000
0.000202	-0.027772	0.000000
-0.000385	-0.028875	0.000000
-0.001019	-0.030009	0.000000
-0.001702	-0.031173	0.000000
-0.002437	-0.032368	0.000000
-0.003226	-0.033593	0.000000
-0.004073	-0.034849	0.000000
-0.004980	-0.036136	0.000000
-0.005951	-0.037453	0.000000
-0.006987	-0.038799	0.000000
-0.008093	-0.040176	0.000000
-0.009271	-0.041581	0.000000
-0.010526	-0.043016	0.000000
-0.011860	-0.044478	0.000000
-0.013278	-0.045968	0.000000
-0.014782	-0.047484	0.000000
-0.016377	-0.049025	0.000000
-0.018067	-0.050590	0.000000
-0.019856	-0.052179	0.000000
-0.021747	-0.053789	0.000000
-0.023746	-0.055419	0.000000
-0.025857	-0.057068	0.000000
-0.028084	-0.058732	0.000000
-0.030431	-0.060411	0.000000
-0.032905	-0.062102	0.000000
-0.035508	-0.063803	0.000000
-0.038247	-0.065510	0.000000
-0.041125	-0.067220	0.000000
-0.044150	-0.068932	0.000000
-0.047324	-0.070640	0.000000
-0.050655	-0.072342	0.000000
-0.054146	-0.074034	0.000000
-0.057804	-0.075711	0.000000
-0.061634	-0.077368	0.000000
-0.065641	-0.079002	0.000000
-0.069830	-0.080606	0.000000
-0.074209	-0.082176	0.000000
-0.078781	-0.083705	0.000000
-0.083552	-0.085188	0.000000
-0.088528	-0.086618	0.000000
-0.093715	-0.087987	0.000000
-0.099118	-0.089290	0.000000
-0.104742	-0.090517	0.000000
-0.110592	-0.091661	0.000000
-0.116674	-0.092714	0.000000
-0.122993	-0.093667	0.000000
-0.129552	-0.094510	0.000000
-0.136359	-0.095233	0.000000
-0.143415	-0.095827	0.000000
-0.150727	-0.096280	0.000000
-0.158297	-0.096583	0.000000
-0.166130	-0.096722	0.000000
-0.174228	-0.096687	0.000000
-0.182595	-0.096464	0.000000
-0.191234	-0.096041	0.000000
-0.200146	-0.095405	0.000000
-0.209332	-0.094542	0.000000
-0.218795	-0.093437	0.000000
-0.228535	-0.092076	0.000000
-0.238551	-0.090445	0.000000
-0.248843	-0.088527	0.000000
-0.259410	-0.086308	0.000000
-0.270249	-0.083771	0.000000
-0.281357	-0.080899	0.000000
